# GitHub repository-search snapshot
# Query family: webmcp created:YYYY-MM-DD fork:false
# Snapshot date: 2026-09-02 (Asia/Kolkata)
# Scope: repositories created from 2026-08-25 through 2026-09-02 inclusive.
# Important: a search match is not proof that the repository implements the current WebMCP API.
# Columns: repo, created_at, stars, language, description, homepage, github_url
repo	created_at	stars	language	description	homepage	github_url
MichaelHo02/pixel-film-studio	2026-08-30T07:21:41Z	0	TypeScript	WebMCP film floor where people and agents write, board, and shoot pixel pictures together.	https://pixel-film-studio.vercel.app	https://github.com/MichaelHo02/pixel-film-studio
Morita-Atsuya/screen-blueprint-studio	2026-08-30T04:47:37Z	0	TypeScript	Build visual screen blueprints and functional specifications from one structured UI model, with reviewable WebMCP collaboration.	https://morita-atsuya.github.io/screen-blueprint-studio/	https://github.com/Morita-Atsuya/screen-blueprint-studio
Morkeeth/tooltruth-webmcp	2026-08-30T20:11:09Z	0	TypeScript	WebMCP Challenge: human+agent collaborative web tasks with proposal staging	https://tooltruth-webmcp.vercel.app	https://github.com/Morkeeth/tooltruth-webmcp
MrBigleg/AgentPress	2026-08-30T01:24:21Z	0	PHP	The shared human-agent workspace for WordPress.		https://github.com/MrBigleg/AgentPress
MuhammadS05/Career-switch-WebMCP-	2026-08-30T17:30:05Z	0	TypeScript			https://github.com/MuhammadS05/Career-switch-WebMCP-
MuhammadS2/Career-switch-WebMCP	2026-08-30T17:47:05Z	0	TypeScript		https://career-switch-web-mcp.vercel.app	https://github.com/MuhammadS2/Career-switch-WebMCP
MyTelexGlobal/latch	2026-08-30T16:16:51Z	0	TypeScript	LATCH — live deal board for the OpenAI WebMCP Challenge. The agent rewrites terms. HOLD latches one card.	https://latch.aa-c41.workers.dev	https://github.com/MyTelexGlobal/latch
NICOH-YAY/contractclarity	2026-08-30T06:16:35Z	0	HTML	A browser-based contract reader that extracts terms and flags risky clauses, and exposes them to an AI agent through WebMCP.		https://github.com/NICOH-YAY/contractclarity
NSPbuilder/savs-webmcp-challenge	2026-08-30T05:27:30Z	0	JavaScript			https://github.com/NSPbuilder/savs-webmcp-challenge
Neonstudio28/classwork-webmcp	2026-08-30T15:04:08Z	0	TypeScript			https://github.com/Neonstudio28/classwork-webmcp
OZYMANDIAS2020/ai-evidence-in-action	2026-08-30T03:08:32Z	0	JavaScript	public-safe WebMCP challenge demo for comparing a site-reported AI action with a second simulated source and verifying the resulting evidence.		https://github.com/OZYMANDIAS2020/ai-evidence-in-action
Obrazcoff/airlock-webmcp	2026-08-30T11:28:37Z	0	TypeScript	An analytics workspace where an AI agent does the whole analysis without ever seeing your data. WebMCP tools over DuckDB-Wasm, entirely in the browser.	https://airlock-webmcp.vercel.app	https://github.com/Obrazcoff/airlock-webmcp
PandaCodeAng/signal-room-webmcp-2026	2026-08-30T14:20:00Z	0	TypeScript	Countersign — a human-gated WebMCP evidence workspace: agents inspect bounded claims and stage cited briefs, people hold approval and publication.	https://signal-room-webmcp-2026.netlify.app	https://github.com/PandaCodeAng/signal-room-webmcp-2026
Patrizzos/the-argument.ai	2026-08-30T03:30:14Z	0	HTML	A WebMCP-powered app where you and an AI agent debate together on a shared visual canvas.	https://the-argumentai.vercel.app	https://github.com/Patrizzos/the-argument.ai
Premvkmishra/webmcp	2026-08-30T07:45:06Z	0	Python			https://github.com/Premvkmishra/webmcp
PurpleWizard07/incident-commander	2026-08-30T18:37:15Z	0	TypeScript	A WebMCP-native production incident response console. Built for the WebMCP Challenge.		https://github.com/PurpleWizard07/incident-commander
RealSid08/openai-webmcp-challenge	2026-08-30T04:37:17Z	0	TypeScript	HS: Heist — a human and WebMCP agent share two infiltrators, failures, and persistent tactical memory.		https://github.com/RealSid08/openai-webmcp-challenge
Ryan-Richmond/civic-webmcp	2026-08-30T19:54:36Z	0	TypeScript	WebMCP-enabled public budget studio for fictional Harbor City	https://civic-webmcp.vercel.app	https://github.com/Ryan-Richmond/civic-webmcp
Sancerio/hustl-webmcp-challenge	2026-08-30T11:36:18Z	0	Dart	Credential-free Hustl WebMCP hackathon evaluator		https://github.com/Sancerio/hustl-webmcp-challenge
Softosmith/odoo-webMCP-elearning	2026-08-30T20:55:47Z	0				https://github.com/Softosmith/odoo-webMCP-elearning
SoulSniper-V2/cliff-webmcp	2026-08-30T18:15:53Z	0		Cliff — What you keep if you leave. A 48-month vest/comp model. Human + ChatGPT drive the same chart. MIT.		https://github.com/SoulSniper-V2/cliff-webmcp
SoulSniper-V2/hunk-webmcp	2026-08-30T05:59:39Z	0	TypeScript	Hunk — review a real GitHub PR with your agent. You submit.	https://hunk-webmcp.vercel.app	https://github.com/SoulSniper-V2/hunk-webmcp
SoulSniper-V2/loops-webmcp	2026-08-30T04:08:13Z	0	TypeScript	Loops — close open loops with your agent. WebMCP Challenge.	https://loops-webmcp.vercel.app	https://github.com/SoulSniper-V2/loops-webmcp
SoulSniper-V2/unsent-webmcp	2026-08-30T22:33:53Z	0	TypeScript	Unsent: a WebMCP-native shadow inbox where agents earn the right to send.	https://1-delta-liart-31.vercel.app	https://github.com/SoulSniper-V2/unsent-webmcp
Sque3ze/webmcp-midi-sense-lab	2026-08-30T22:25:19Z	0	JavaScript	WebMCP musical sense-organ spike: live MIDI perception tools for visiting agents		https://github.com/Sque3ze/webmcp-midi-sense-lab
Sule-Bashir/spendshield	2026-08-30T20:22:06Z	0	JavaScript	AI procurement guardrail with WebMCP - Let agents act, humans control		https://github.com/Sule-Bashir/spendshield
Sumeimachine/semantic-city-webmcp	2026-08-30T06:35:49Z	0	TypeScript	A playable city-management sandbox where humans and AI agents share one live world through WebMCP. Built for the OpenAI WebMCP Challenge.	https://semantic-city-webmcp.vercel.app	https://github.com/Sumeimachine/semantic-city-webmcp
SunSunnnnnn/the-mirror-webmcp	2026-08-30T12:16:17Z	1	JavaScript	A WebMCP experiment in making professional judgment machine-readable.		https://github.com/SunSunnnnnn/the-mirror-webmcp
TarunTomar122/stocksbrew-decision-room	2026-08-30T15:47:37Z	0	JavaScript	An agent compares the stocks. You review the trade-offs. The save tool only appears after you approve.	https://taruntomar122.github.io/stocksbrew-decision-room/	https://github.com/TarunTomar122/stocksbrew-decision-room
TextShot/build-arena	2026-08-30T13:55:05Z	0	TypeScript	HACKATHON WEB MCP BUILD	https://textshot.github.io/build-arena/	https://github.com/TextShot/build-arena
ThomasEdison-ai/sourcing-scenario-room	2026-08-30T08:19:35Z	0	JavaScript	Human-agent sourcing decision workspace built with WebMCP for the OpenAI WebMCP Challenge.		https://github.com/ThomasEdison-ai/sourcing-scenario-room
TillMac/tripcanvas	2026-08-30T16:38:34Z	0	TypeScript	Human + AI co-edit a multi-day trip on one live map — a WebMCP app (document.modelContext.registerTool)	https://tripcanvas-delta.vercel.app	https://github.com/TillMac/tripcanvas
Type-Think-AI/pikachu	2026-08-30T08:41:32Z	0	Python	Agent runtime implementing the open agent standards (Agent Skills, Agent Plugins, MCP 2026-07-28, WebMCP, A2A) plus the permission, confinement and provenance layer they leave to the runtime. Internal codename.		https://github.com/Type-Think-AI/pikachu
UrusKim/webmcp-afterorder	2026-08-30T14:10:18Z	0	JavaScript	After-Order Agent — WebMCP-powered order page: the AI agent simulates post-purchase changes (partial cancel, exchange, address, store pickup), the human confirms. Built for the OpenAI WebMCP Challenge 2026. MIT.		https://github.com/UrusKim/webmcp-afterorder
Vaanzari/vaanzari-commerce-mcp	2026-08-30T23:43:25Z	0	TypeScript	Official Vaanzari Commerce MCP connection guide and browser-native WebMCP reference implementation for agent-assisted saree shopping.	https://vaanzari.com	https://github.com/Vaanzari/vaanzari-commerce-mcp
VishnuKugarthi/Job_Os_WebMCP	2026-08-30T16:34:23Z	0	TypeScript	Together find and apply for the best-suited jobs with the help of AI and in-page WebMCP tools. 	https://jobwebmcp.vercel.app	https://github.com/VishnuKugarthi/Job_Os_WebMCP
Vren2022/webMCP	2026-08-30T18:31:42Z	0	JavaScript			https://github.com/Vren2022/webMCP
XCodeCore/Decision-room	2026-08-30T05:09:29Z	0	TypeScript	A WebMCP-powered collaborative decision workspace where humans and AI agents compare options, test scenarios, and make better decisions.	https://decision-room-gray.vercel.app	https://github.com/XCodeCore/Decision-room
YellankiKaushik/Load-WebMCP	2026-08-30T09:22:37Z	1	TypeScript		https://webmcp-openai.kaushikyellanki.workers.dev/	https://github.com/YellankiKaushik/Load-WebMCP
abdulsammadrishi/AgentBridge	2026-08-30T14:59:34Z	0	JavaScript	Make your website ready for AI agents with WebMCP		https://github.com/abdulsammadrishi/AgentBridge
affanabbas-786/reuseroute-webmcp	2026-08-30T11:58:04Z	0	JavaScript			https://github.com/affanabbas-786/reuseroute-webmcp
agammann/cardscout-webmcp	2026-08-30T00:57:37Z	0	TypeScript	Transparent Pokémon card market analysis for people and agents, powered by six read-only WebMCP tools.		https://github.com/agammann/cardscout-webmcp
agammann/contextdock-webmcp	2026-08-30T04:55:13Z	0	TypeScript	Local-first personal context control plane with ten permission-scoped WebMCP tools.		https://github.com/agammann/contextdock-webmcp
agammann/mendsignal-webmcp	2026-08-30T06:22:21Z	0	TypeScript	The open repair memory for humans and agents, powered by ten real WebMCP tools.		https://github.com/agammann/mendsignal-webmcp
agammann/relayplan-webmcp	2026-08-30T21:52:00Z	0	TypeScript	A WebMCP planning workspace for coordinating human tasks, AI-agent assignments, deliverables, clarifications, approvals, and handoffs.		https://github.com/agammann/relayplan-webmcp
agammann/threatcanvas-webmcp	2026-08-30T21:25:18Z	0	TypeScript	Human-in-the-loop security triage and remediation planning through 14 real browser-native WebMCP tools.		https://github.com/agammann/threatcanvas-webmcp
aklogly/scanparency	2026-08-30T04:14:10Z	0	TypeScript	Scanparency — compare published cash and negotiated imaging prices across three supported Dallas hospitals before scheduling. WebMCP Challenge entry.		https://github.com/aklogly/scanparency
alwayscarrybubbles/Eyelet-WebMCP-Probe	2026-08-30T17:45:28Z	0	JavaScript			https://github.com/alwayscarrybubbles/Eyelet-WebMCP-Probe
anoopw3bdev/WebMCP-Flow	2026-08-30T12:21:04Z	0	TypeScript		https://web-mcp-flow.vercel.app	https://github.com/anoopw3bdev/WebMCP-Flow
anotb/agent-verify	2026-08-30T03:30:30Z	0	JavaScript	Keep ChatGPT and Codex browser tasks moving through CAPTCHA and human-verification checks.		https://github.com/anotb/agent-verify
aqeelabpro/webmcp-agentstudio	2026-08-30T05:14:12Z	0	TypeScript		webmcp-agentstudio.vercel.app	https://github.com/aqeelabpro/webmcp-agentstudio
artakulov/zipcheckup-agent	2026-08-30T17:16:48Z	0	JavaScript	US home environmental risk data exposed as WebMCP tools an AI agent can call directly. Built for The WebMCP Challenge.		https://github.com/artakulov/zipcheckup-agent
axodbcm/recovery-radar	2026-08-30T11:23:09Z	0	HTML	WebMCP prototype that finds money transactions should have returned.		https://github.com/axodbcm/recovery-radar
bambapappa/utlovat-webmcp-challenge	2026-08-30T18:25:08Z	0	TypeScript	Frozen WebMCP Challenge snapshot of Utlovat.se		https://github.com/bambapappa/utlovat-webmcp-challenge
breeznik/redux-webmcp	2026-08-30T19:43:03Z	0	TypeScript	A semantic Redux bridge that lets AI browser agents operate and inspect a Redux Toolkit app over WebMCP.	https://www.npmjs.com/package/redux-webmcp	https://github.com/breeznik/redux-webmcp
breeznik/samestate-webmcp	2026-08-30T17:45:07Z	0	TypeScript	A WebMCP reference architecture for agent-readable Redux frontends and secure agent-to-agent service gateways.	https://agent-workflow-lab-consult-bf3cd622be26.herokuapp.com/	https://github.com/breeznik/samestate-webmcp
brianinoa/webmcp-anywhere	2026-08-30T16:54:59Z	0	TypeScript	Bring WebMCP to every website: a Chrome extension that retrofits agent tools onto any page, plus a Recipe Studio for sharing per-site tool recipes.		https://github.com/brianinoa/webmcp-anywhere
cdstarmer/laxfinder-webmcp	2026-08-30T11:35:34Z	0	JavaScript	Fixture-data reference implementation of LaxFinder with two read-only WebMCP tools.		https://github.com/cdstarmer/laxfinder-webmcp
chrissa0917/agent-utility-index-webmcp	2026-08-30T04:50:23Z	0		Agent Utility Index WebMCP Challenge submission: shared research board with five browser WebMCP tools.		https://github.com/chrissa0917/agent-utility-index-webmcp
chrissa0917/agent-utility-index-webmcp-challenge	2026-08-30T04:51:07Z	0	TypeScript	Agent Utility Index WebMCP Challenge submission: shared research board with five browser WebMCP tools.		https://github.com/chrissa0917/agent-utility-index-webmcp-challenge
chuangmenghuan-wq/verified-mission-control-webmcp	2026-08-30T09:29:39Z	0	JavaScript	Goal Contracts, verification, recovery, and evidence for the agent-native web.		https://github.com/chuangmenghuan-wq/verified-mission-control-webmcp
chvignesh07/focus-contract-studio	2026-08-30T17:22:11Z	0	TypeScript	WebMCP-native accessibility review studio for evidence-bound focus contracts		https://github.com/chvignesh07/focus-contract-studio
cipherwebllc/webmcp-x402-discovery	2026-08-30T03:39:18Z	0	TypeScript	WebMCP tools for an x402 paid-API store: agents discover, understand and prepare purchases — payment stays in the wallet (MIT)		https://github.com/cipherwebllc/webmcp-x402-discovery
crfgxr/eightkg-webmcp	2026-08-30T22:06:04Z	0	TypeScript	8KG: a private, client-only WebMCP carry-on packing experience for human-AI collaboration	https://private-generative-focus-webmcp.veguu.chatgpt.site/	https://github.com/crfgxr/eightkg-webmcp
david-d2c2/flowsurgeon	2026-08-30T11:30:09Z	0		Human-in-the-loop process redesign canvas powered by WebMCP.		https://github.com/david-d2c2/flowsurgeon
ddul001/webmcp-bridge	2026-08-30T11:35:40Z	0				https://github.com/ddul001/webmcp-bridge
dinaxy7653/caseboard-webmcp	2026-08-30T00:24:13Z	0				https://github.com/dinaxy7653/caseboard-webmcp
dondetir/SpendGate	2026-08-30T03:42:11Z	0	TypeScript	Agent-operable expense-approval console built on WebMCP. A ChatGPT browser agent triages an approval queue under server-enforced policy, with role-scoped tools, server-authorized money actions, and prompt-injection containment proven by tests.	https://spendgate-zc4d.onrender.com	https://github.com/dondetir/SpendGate
dragonsterm/PlantNeeds	2026-08-30T13:01:54Z	0	JavaScript	WebMCP-powered plant care companion — AI agents water, diagnose & schedule via 7 WebMCP tools with live UI sync. Built for The WebMCP Challenge hackathon. Docs + specs as an Obsidian knowledge graph.		https://github.com/dragonsterm/PlantNeeds
drdominikdotzauer/-medtests-webmcp	2026-08-30T00:56:02Z	0	JavaScript			https://github.com/drdominikdotzauer/-medtests-webmcp
ducks/agent-zen-garden	2026-08-30T22:33:49Z	0	JavaScript	A collaborative web design tool for AI agents, built on WebMCP. agentzen.garden		https://github.com/ducks/agent-zen-garden
dyrota/polyraptor	2026-08-30T04:12:41Z	0	TypeScript	WebMCP-powered algorithm visualizer — watch search/sort/evolve algorithms run live, drivable by an AI agent via WebMCP tools. Built for OpenAI's WebMCP Challenge.		https://github.com/dyrota/polyraptor
ellmos-ai/cowork-protocol	2026-08-30T13:01:59Z	1	JavaScript	Reusable collaboration protocol and adaptive bridge for people, WebMCP apps, and web agents	https://ellmos-ai.github.io/cowork-protocol/	https://github.com/ellmos-ai/cowork-protocol
eralabs-ai/webmcp	2026-08-30T19:50:49Z	1	TypeScript	Make your website agent-ready with WebMCP. Coding-agent plugin for Claude Code, Codex, and Cursor: audit, implement, and verify document.modelContext tools.		https://github.com/eralabs-ai/webmcp
everydayaimadesimple/project-desk-webmcp	2026-08-30T17:52:01Z	0	HTML	A local-first human-and-AI project workspace built for the OpenAI WebMCP Challenge.		https://github.com/everydayaimadesimple/project-desk-webmcp
f0909172434/finite-witness-webmcp	2026-08-30T16:27:42Z	0	JavaScript	An agent-ready finite graph conjecture laboratory built with WebMCP.	https://f0909172434.github.io/finite-witness-webmcp/	https://github.com/f0909172434/finite-witness-webmcp
filip-papic-bs/MCPixels	2026-08-30T11:59:55Z	0	TypeScript	A pixel-art canvas a person and an AI agent draw on together. Six WebMCP site tools. Built for OpenAI's WebMCP Challenge.	https://mcpixels.app	https://github.com/filip-papic-bs/MCPixels
flovoice53-tech/sms-florin-webmcp-demo	2026-08-30T04:53:37Z	0	TypeScript	Real WebMCP integration on sms-florin's live eSIM checkout — built for the WebMCP Challenge		https://github.com/flovoice53-tech/sms-florin-webmcp-demo
frostybaby13/frostyproject	2026-08-30T19:35:09Z	0	HTML	A live WebMCP ASCII gallery where AI agents can read, contribute, and leave original work.		https://github.com/frostybaby13/frostyproject
greysonOuyang/approvaldesk-webmcp	2026-08-30T01:11:11Z	0	TypeScript	ApprovalDesk — human approval for agent actions, built with WebMCP	https://greysonouyang.github.io/approvaldesk-webmcp/	https://github.com/greysonOuyang/approvaldesk-webmcp
gstephens-cyber/trinity-gate	2026-08-30T20:21:28Z	0	TypeScript	Trinity Gate — proof-before-completion governance for WebMCP agent actions.	https://trinity-gate.vercel.app	https://github.com/gstephens-cyber/trinity-gate
gustavogarcia083/ocheck-webmcp-challenge	2026-08-30T02:18:50Z	0	JavaScript	WebMCP Challenge Edition of OCHECK: agent-ready official guides with human-controlled actions		https://github.com/gustavogarcia083/ocheck-webmcp-challenge
hello-ai-company/livingtown	2026-08-30T04:32:03Z	0	TypeScript	LivingTown — living neighborhood map and disaster-prevention digital twin for the WebMCP Challenge		https://github.com/hello-ai-company/livingtown
honabochi/verrocchio-public	2026-08-30T22:50:58Z	0	JavaScript	VERROCCHIO — a human-governed WebMCP workshop for interruption-resilient solo hackathon execution		https://github.com/honabochi/verrocchio-public
hugozanini/webmcp-happy-coffee	2026-08-30T17:17:21Z	1	TypeScript	A browser-native data developer portal demo showcasing WebMCP, DuckDB-Wasm, realistic mock data, SQL notebooks, and agent-assisted data workflows.	https://webmcp-happy-coffee.pages.dev/	https://github.com/hugozanini/webmcp-happy-coffee
humanforai/humanforai.dev	2026-08-30T19:48:28Z	0	HTML	A human endpoint for AI agents - and a WebMCP workspace where you and your agent hire a real human, together. Built for the WebMCP Challenge.	https://humanforai.dev/together	https://github.com/humanforai/humanforai.dev
inematds/webmcp-1-formacao	2026-08-30T04:15:43Z	0	JavaScript	Formação WebMCP do zero ao expert com diagnóstico passivo de prontidão para sites e agentes.	https://inematds.github.io/webmcp-1-formacao/	https://github.com/inematds/webmcp-1-formacao
inematds/webmcp-2-builder	2026-08-30T05:36:34Z	0	HTML	Formação prática WebMCP Builder: APIs declarativa e imperativa, laboratórios e validador avançado de tools e schemas.	https://inematds.github.io/webmcp-2-builder/	https://github.com/inematds/webmcp-2-builder
inematds/webmcp-3-integrator	2026-08-30T07:03:44Z	0	HTML	Formação INEMA webmcp-3-integrator — WebMCP zero ao expert	https://inematds.github.io/webmcp-3-integrator/	https://github.com/inematds/webmcp-3-integrator
inematds/webmcp-4-agent-developer	2026-08-30T07:03:50Z	0	HTML	Formação INEMA webmcp-4-agent-developer — WebMCP zero ao expert	https://inematds.github.io/webmcp-4-agent-developer/	https://github.com/inematds/webmcp-4-agent-developer
inematds/webmcp-5-expert	2026-08-30T07:03:57Z	1	HTML	Formação INEMA webmcp-5-expert — WebMCP zero ao expert	https://inematds.github.io/webmcp-5-expert/	https://github.com/inematds/webmcp-5-expert
inematds/webmcp-readiness	2026-08-30T04:28:49Z	0	JavaScript	Scanner passivo de prontidão WebMCP, pronto para Vercel	https://webmcp-readiness.vercel.app	https://github.com/inematds/webmcp-readiness
itip/matchday-webmcp	2026-08-30T14:19:59Z	0	TypeScript	Matchday — Accessible Football Fixtures with WebMCP		https://github.com/itip/matchday-webmcp
jackskip22/will	2026-08-30T17:16:12Z	0		durable intent for agent documents	https://rapier.website	https://github.com/jackskip22/will
jawadul-codes/PromptDecor	2026-08-30T15:08:18Z	0	JavaScript	PromptDecor is a conversational 3D interior configurator built for the WebMCP Challenge. Instead of clunky UI menus, users design rooms through natural chat. By bridging LLMs with a React Three Fiber canvas, it translates text prompts into precise 3D scene manipulations and real-time catalog lookups for a seamless spatial layout experience.		https://github.com/jawadul-codes/PromptDecor
jgrizon/crankworks-supply	2026-08-30T07:02:34Z	0	HTML	Crankworks' second origin (Rustholm Salvage) — generated deploy target for cross-origin WebMCP tool federation	https://crankworks-supply.vercel.app	https://github.com/jgrizon/crankworks-supply
jhuang-tw/mcport-webmcp-skill-demo	2026-08-30T17:12:23Z	0		Public MCPort WebMCP package demo for end-to-end GitHub import and installation acceptance		https://github.com/jhuang-tw/mcport-webmcp-skill-demo
jivishov/Lab-Studio_WebMCP	2026-08-30T15:22:27Z	0	TypeScript	WebMCP-powered chemistry pre-lab composer with human-in-the-loop simulation rehearsal.	https://jivishov.github.io/Lab-Studio_WebMCP/	https://github.com/jivishov/Lab-Studio_WebMCP
jkasaijadhejo-sudo/recovery-desk-webmcp	2026-08-30T18:20:43Z	0	TypeScript	A deterministic testbed for state-governed WebMCP capabilities and human-approved irreversible actions		https://github.com/jkasaijadhejo-sudo/recovery-desk-webmcp
jprakash120/cleanroom-webmcp	2026-08-30T03:17:26Z	0	JavaScript	Browser-native, privacy-preserving data investigation for human+AI agent teams — built for the OpenAI WebMCP Challenge	https://cleanroom-webmcp.jayaprakashjjjjj.workers.dev	https://github.com/jprakash120/cleanroom-webmcp
junha-research/safeu	2026-08-30T09:44:44Z	0	JavaScript	Korean workplace-safety compliance, done together by a human and their AI agent — WebMCP Challenge 2026 entry	https://safeu.netlify.app	https://github.com/junha-research/safeu
kartik-hegde/signet	2026-08-30T17:50:25Z	0	TypeScript	Turn an existing website into a discoverable, reliable, and measurable agent interface. Delivered through native WebMCP.		https://github.com/kartik-hegde/signet
kevintsai1202/law-graph-webmcp	2026-08-30T10:27:21Z	0	JavaScript	WebMCP-enabled Taiwan legal relationship graph (law-powers × Embabel × gpt-5.4-mini)	https://commission-strongly-mai-sound.trycloudflare.com	https://github.com/kevintsai1202/law-graph-webmcp
kevintsai1202/webmcp-development-guide	2026-08-30T03:54:04Z	1		Browser-side WebMCP development guide skill: existing-site integration, Declarative and Imperative APIs, security, and verification		https://github.com/kevintsai1202/webmcp-development-guide
kiaan-mittal/Cofounder	2026-08-30T11:22:51Z	0	TypeScript	A decision ChatGPT can join, not own. WebMCP: inherit the company, write on the table, cannot press commit.	https://decisionarena.vercel.app	https://github.com/kiaan-mittal/Cofounder
kiencuongnguyen88/diamond-control-webmcp	2026-08-30T11:20:14Z	0	TypeScript			https://github.com/kiencuongnguyen88/diamond-control-webmcp
koutkod/forgetwin	2026-08-30T13:22:35Z	0	TypeScript	Agent-native AI engineering sandbox with WebMCP and real-time physics.		https://github.com/koutkod/forgetwin
lautaro-kunaico/AgentBridge	2026-08-30T18:23:39Z	0	TypeScript	Agent-native commerce built on WebMCP — shop by conversation instead of scraping websites. Next.js 16 + AI SDK + voice, with a real delivery-platform handoff.		https://github.com/lautaro-kunaico/AgentBridge
lazyperspective/wavecraft	2026-08-30T20:09:45Z	0	TypeScript	The multitrack audio editor built for you and your agent — 68 deterministic WebMCP tools.	https://wavecraft-webmcp.vercel.app	https://github.com/lazyperspective/wavecraft
lingyacosmos/lingya-cosmos-webmcp-demo	2026-08-30T06:16:13Z	0	Python	A shared human-AI world demo built for the OpenAI WebMCP Challenge.		https://github.com/lingyacosmos/lingya-cosmos-webmcp-demo
luxurylifestyleco/vedaxi-elastic-web	2026-08-30T19:18:27Z	0	TypeScript	Publisher-side WebMCP research-integrity proof across paper and video evidence.		https://github.com/luxurylifestyleco/vedaxi-elastic-web
mayalid09-cmyk/calma-seg-webmcp-demo	2026-08-30T20:14:30Z	0	JavaScript			https://github.com/mayalid09-cmyk/calma-seg-webmcp-demo
metaversebldr7-web/decision-room-project-rails	2026-08-30T20:46:19Z	0	TypeScript	Open-source Decision Room prototype: a WebMCP/MCP workspace for Project Passports, task graphs, evidence-backed provider comparisons, route records, and checkpoints. It does not execute external providers.		https://github.com/metaversebldr7-web/decision-room-project-rails
mongonsh/wallalive-webmcp	2026-08-30T10:09:32Z	0	TypeScript	Turn a child’s approved wall drawing into an AR character directed through WebMCP.	https://wallalive-webmcp.mungunshagai-tb.chatgpt.site	https://github.com/mongonsh/wallalive-webmcp
n-Qube/readmate-ai	2026-08-30T10:13:58Z	0	TypeScript	ReadMate AI: multilingual reading, listening, study, and WebMCP tools for English and Ghanaian languages.		https://github.com/n-Qube/readmate-ai
nabe0930/research-devices-webmcp-demo	2026-08-30T00:24:04Z	0	JavaScript	Read-only WebMCP demo for evidence-aware life-science instrument comparison		https://github.com/nabe0930/research-devices-webmcp-demo
nishn304/duet	2026-08-30T02:57:30Z	0	TypeScript	Design cloud infrastructure with your agent, on the same canvas. Agent-native architecture tool built on WebMCP.	https://nishn304.github.io/duet/	https://github.com/nishn304/duet
patlolasoumya/IntentOS	2026-08-30T06:04:37Z	0	JavaScript	IntentOS — a WebMCP-powered agent authority layer that turns human goals into governed action plans, requires approval for consequential actions, and verifies outcomes	https://intent-os-eight.vercel.app	https://github.com/patlolasoumya/IntentOS
patrickjcraig/PaperPilot	2026-08-30T02:44:46Z	0	TypeScript	An accessible WebMCP research mentor for scientific papers with visible provenance.		https://github.com/patrickjcraig/PaperPilot
pbmagnet4/schemapilot	2026-08-30T23:17:46Z	0	TypeScript	A WebMCP-enabled SEO audit tool for collaborative agent-human SEO analysis		https://github.com/pbmagnet4/schemapilot
prats-2311/faraday-webmcp	2026-08-30T15:13:04Z	0	TypeScript	Clean and explore sensitive data by talking to it. A WebMCP workspace where the browser refuses to let the page make a network request.		https://github.com/prats-2311/faraday-webmcp
prodocux/pdx-reviewdesk	2026-08-30T03:07:15Z	1	Python	PDX ReviewDesk makes humans and agents able to review a regulated dossier in one tab based on WebMCP tools and PDX Kernel/Engine. 	https://prodocux.com/	https://github.com/prodocux/pdx-reviewdesk
rajgopalakrish/regvista-mas-sg	2026-08-30T17:11:43Z	0	JavaScript	Singapore/MAS regulatory-intelligence WebMCP MVP		https://github.com/rajgopalakrish/regvista-mas-sg
realxpen/-aeon	2026-08-30T00:23:52Z	0	TypeScript	    AEON — an agent-native commerce experience powered by WebMCP	https://aeon-swifnatechnologyltd.vercel.app	https://github.com/realxpen/-aeon
redcloudyun-cmyk/actgex	2026-08-30T11:25:08Z	0	TypeScript	Bilingual agent-native web action layer built for the OpenAI WebMCP Challenge.	https://redcloudyun-cmyk.github.io/actgex/	https://github.com/redcloudyun-cmyk/actgex
ronak-create/fablecut-webmcp	2026-08-30T13:38:38Z	0	JavaScript	FableCut x WebMCP - a browser video editor you and your agent edit at the same time. Entry to The WebMCP Challenge.		https://github.com/ronak-create/fablecut-webmcp
royvergara/eventready-webmcp	2026-08-30T14:28:28Z	0	JavaScript	A WebMCP-powered event readiness agent that turns disconnected provider obligations into a verified, ready-to-run plan.	https://eventready-webmcp.vercel.app	https://github.com/royvergara/eventready-webmcp
rsakao/mike-moonlight-run	2026-08-30T04:28:58Z	0	TypeScript	A 3D side-scrolling WebMCP game for people and agents.	https://mike-moonlight-run.rojii.chatgpt.site	https://github.com/rsakao/mike-moonlight-run
ruhan-wankhede/webmcp-room-planner	2026-08-30T13:35:05Z	0	TypeScript	A room designer where you and your agent lay out the same floor plan together. 19 WebMCP tools, plan / isometric / 3D views, and a proposal that waits for a human click.	https://room-designer.ruhanwankhede0.workers.dev	https://github.com/ruhan-wankhede/webmcp-room-planner
rumi7911/gridtwin	2026-08-30T09:56:46Z	1	TypeScript	A WebMCP-powered civic microgrid planning sandbox for visible, human-governed AI scenario exploration.	https://gridtwin.vercel.app/	https://github.com/rumi7911/gridtwin
s-papy/ghosted-webmcp	2026-08-30T22:32:03Z	0	HTML	A shared cash-opportunity board for a human and their AI agent — WebMCP Challenge entry	https://s-papy.github.io/ghosted-webmcp/	https://github.com/s-papy/ghosted-webmcp
saad-ken/agentgate	2026-08-30T08:15:48Z	0	JavaScript	A human approval gate for AI agents, built on WebMCP		https://github.com/saad-ken/agentgate
sahibsinghCS/webmcp	2026-08-30T06:11:18Z	0	HTML	Single-file WebMCP reference: a reading list exposing imperative, dynamic, and declarative form tools via document.modelContext		https://github.com/sahibsinghCS/webmcp
